5.660287622640231e-50,1.5965447442653864e-47
0.0,1.6061721845161483e-295
4.754528317482626e-81,4.78742266239083e-81
1.0714017266921656e-279,4.219235145612257e-285
1.1187465607553792e-74,8.863299860700349e-67
6.818623455410157e-12,8.289025673660618e-13
2.4236674830400986e-117,7.37778745194526e-125
4.634163314613906e-37,1.3694187444422897e-43
1.877413854460656e-66,2.2986652371135085e-60
1.416697617262475e-212,2.207527479404845e-205
4.4587559176659357e-101,3.3343136217977586e-104
8.129469014756023e-225,1.0376498860213693e-222
1.6956858942313604e-39,2.456799630989119e-37
1.8184412865338245e-34,1.1473800210196825e-38
1.967845579365881e-74,2.0881370779509346e-80
1.2501844840288238e-23,7.816621406425976e-26
